1	6	6	1	7	6	-2	25	-56	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-39	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-39	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6
1	6	7	1	7	7	-2	25	-56	-2	25	50	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-56	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	32	-2	25	36	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-120	-2	25	0	-2	25	0	-2	25	32	-2	25	36	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7
1	6	6	1	7	6	-2	25	-56	-2	25	50	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-120	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-39	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6
1	6	7	1	7	7	-2	25	-56	-2	25	50	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-39	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-79	-2	25	-75	-2	25	-27	-2	25	-28	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-120	-2	25	0	-2	25	0	-2	25	32	-2	25	36	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7
1	6	6	1	7	6	-2	25	-56	-2	25	50	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-120	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-39	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6
1	6	7	1	7	7	-2	25	-56	-2	25	18	1	6	7	1	7	7	-2	25	-103	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	50	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-120	-2	25	0	-2	25	0	-2	25	32	-2	25	36	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7
1	6	6	1	7	6	-2	25	-56	-2	25	16	-2	25	17	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	0	-2	25	50	1	6	6	1	7	6	-2	25	-39	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-111	-2	25	-127	-2	25	-128	-2	25	0	-2	25	0	-2	25	34	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6
1	6	7	1	7	7	-2	25	-20	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	118	1	6	7	1	7	7	-2	25	-24	-2	25	36	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	100	-2	25	118	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7
1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	-2	25	-22	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6	1	6	6	1	7	6
1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	-2	25	-102	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7	1	6	7	1	7	7
